txn_id,branch,city,amount,transaction_type,status,timestamp
T181975,Branch 2,Delhi,3601.43,Failed,Failed,2025-04-06 07:14:35.197213
T825386,Branch 2,Delhi,1050.85,Transfer,Failed,2025-04-07 10:05:16.627581
T668001,Branch 2,Delhi,3007.14,Transfer,Failed,2025-04-07 01:33:11.362735
T755139,Branch 2,Delhi,3544.94,Withdrawal,Failed,2025-04-05 16:46:10.992976
T476624,Branch 2,Delhi,570.57,Transfer,Failed,2025-04-07 04:06:07.224048
T593672,Branch 2,Delhi,4761.65,Failed,Success,2025-04-04 02:26:47.585432
T373788,Branch 2,Delhi,2691.91,,Success,2025-04-01 20:26:06.226664
T931231,Branch 2,Delhi,2476.11,Withdrawal,Success,2025-04-02 07:10:29.684068
T888700,Branch 2,Delhi,201.75,Failed,Success,2025-04-01 10:16:35.545604
T858691,Branch 2,Delhi,2404.95,,Success,2025-04-04 11:29:16.539719
T168965,Branch 2,Delhi,4740.33,Withdrawal,Failed,2025-04-03 23:33:50.858599
T486061,Branch 2,Delhi,4757.82,Deposit,Failed,2025-04-06 16:43:14.353629
T581718,Branch 2,Delhi,4912.17,Failed,Failed,2025-04-01 13:29:33.611029
T756847,Branch 2,Delhi,753.26,Failed,Success,2025-04-07 11:37:44.523236
,Branch 2,Delhi,2624.63,Deposit,Failed,2025-04-02 22:42:36.143879
T667106,Branch 2,,636.51,Withdrawal,Success,2025-04-07 18:34:47.173022
T779524,Branch 2,Delhi,4437.35,Deposit,Success,2025-04-05 15:39:22.485192
,Branch 2,Delhi,2208.47,Deposit,Failed,2025-04-03 10:07:00.144809
T543351,Branch 2,Delhi,4469.96,Withdrawal,Success,2025-04-06 18:51:00.799441
T223674,Branch 2,,3576.62,Deposit,Success,2025-04-01 17:05:19.347813
T415975,Branch 2,Delhi,3679.65,Failed,Success,2025-04-01 04:22:52.088659
T631219,Branch 2,Delhi,1442.3,Transfer,Failed,2025-04-03 14:25:13.383935
T410137,Branch 2,Delhi,3655.31,Withdrawal,Success,2025-04-06 11:33:51.949037
T333016,Branch 2,Delhi,1515.4,Withdrawal,Failed,
T736146,Branch 2,Delhi,345.54,Transfer,Success,2025-04-01 02:12:04.576538
T869998,Branch 2,Delhi,,Deposit,Success,2025-04-05 03:10:52.211866
T622551,Branch 2,Delhi,2049.37,Transfer,Failed,2025-04-05 21:09:41.005366
T214870,,Delhi,3694.8,Transfer,Failed,2025-04-06 02:44:25.148661
T621622,Branch 2,Delhi,1498.37,Failed,,
T901296,Branch 2,Delhi,3213.4,Deposit,Success,2025-04-01 22:49:23.004888
T547246,Branch 2,Delhi,1521.5,Deposit,Failed,2025-04-03 22:20:50.162370
T841738,Branch 2,Delhi,776.96,Transfer,Success,2025-04-04 00:03:16.794776
,Branch 2,Delhi,3458.59,Deposit,Success,2025-04-04 03:08:14.069089
,Branch 2,Delhi,2196.37,Deposit,Failed,2025-04-07 20:41:19.239992
T596170,Branch 2,Delhi,,Withdrawal,Failed,2025-04-04 00:20:59.471343
,Branch 2,Delhi,4006.49,,Success,2025-04-05 20:41:46.104920
T905521,Branch 2,Delhi,3128.59,Transfer,Failed,2025-04-01 04:26:59.294220
T336553,Branch 2,Delhi,3370.21,Transfer,Failed,2025-04-06 16:45:26.498847
,Branch 2,Delhi,2376.97,Withdrawal,Failed,2025-04-05 02:02:52.115857
T578389,Branch 2,Delhi,,,Success,2025-04-06 19:26:11.923848
T585017,Branch 2,Delhi,4653.85,Transfer,Failed,2025-04-03 04:24:19.031574
T456609,Branch 2,Delhi,275.65,Deposit,Success,2025-04-05 05:34:40.159222
T896078,Branch 2,Delhi,1819.93,Failed,Success,2025-04-04 08:45:51.888652
T445107,Branch 2,Delhi,3592.64,,Success,2025-04-02 20:56:53.098322
,Branch 2,Delhi,4890.43,Failed,Success,2025-04-07 04:29:40.588468
,Branch 2,Delhi,861.07,Transfer,Success,2025-04-03 00:44:34.007766
T681282,Branch 2,Delhi,,Deposit,Success,2025-04-01 08:18:29.104993
T897312,Branch 2,Delhi,2079.67,Failed,Failed,2025-04-05 15:07:53.650006
T475029,Branch 2,Delhi,1187.84,Withdrawal,Success,2025-04-01 16:17:30.057519
T544546,Branch 2,Delhi,1412.7,Deposit,Failed,2025-04-02 01:04:35.235525
T682189,,Delhi,4836.69,Transfer,Failed,2025-04-07 09:10:17.157259
T864075,Branch 2,Delhi,907.56,Failed,Success,2025-04-05 09:07:12.040166
T450449,Branch 2,Delhi,4019.51,Deposit,Failed,2025-04-06 14:05:50.108691
T986951,Branch 2,Delhi,3742.01,,Success,2025-04-01 10:38:36.935624
T587153,Branch 2,Delhi,1684.83,Deposit,Success,2025-04-02 14:52:54.370175
T316038,Branch 2,Delhi,3930.9,Transfer,Success,2025-04-01 01:17:11.723930
T153318,Branch 2,,4648.95,Transfer,Success,2025-04-01 20:39:39.153043
T752951,Branch 2,Delhi,3879.52,Withdrawal,Failed,2025-04-06 11:53:26.642708
T693131,Branch 2,Delhi,1892.43,Withdrawal,Failed,
T866651,Branch 2,Delhi,1798.32,Deposit,,2025-04-02 06:05:46.234904
,Branch 2,Delhi,2946.56,Deposit,Success,2025-04-04 18:34:31.221150
T781862,Branch 2,Delhi,3989.39,Deposit,Success,2025-04-06 22:54:47.317437
T895433,Branch 2,Delhi,1581.7,Failed,Success,2025-04-06 19:19:54.161122
T317245,Branch 2,Delhi,653.96,Withdrawal,Failed,2025-04-03 22:43:57.403530
T976472,Branch 2,Delhi,3217.49,Transfer,Failed,2025-04-07 18:44:20.692941
T448078,Branch 2,Delhi,,Deposit,Failed,2025-04-01 18:11:18.697956
T138442,Branch 2,Delhi,,Transfer,Success,2025-04-04 16:58:01.130740
T388860,,Delhi,4570.05,Withdrawal,Failed,2025-04-03 19:57:02.877106
T994756,Branch 2,Delhi,3826.8,Failed,Success,2025-04-02 08:07:42.935005
T939992,,Delhi,124.76,Deposit,Success,
T633675,Branch 2,Delhi,3596.51,Withdrawal,Failed,2025-04-05 03:30:52.984676
T174296,Branch 2,Delhi,4207.25,Withdrawal,Success,2025-04-01 23:53:37.715719
T630305,Branch 2,Delhi,3192.98,Withdrawal,Success,2025-04-06 05:17:50.962260
T197326,,Delhi,2832.14,Withdrawal,Success,2025-04-06 11:21:26.259427
T822258,Branch 2,Delhi,4162.95,Withdrawal,Success,2025-04-05 07:04:12.902214
T345756,Branch 2,Delhi,310.22,Withdrawal,Success,2025-04-05 00:10:24.988388
T164408,Branch 2,Delhi,3464.29,Deposit,Failed,2025-04-07 06:30:55.889355
T591354,Branch 2,Delhi,4673.88,Deposit,Failed,2025-04-01 05:14:41.466421
T822884,,Delhi,,Deposit,Success,2025-04-06 12:17:53.343931
T872513,Branch 2,Delhi,1438.8,Withdrawal,Success,2025-04-07 18:00:32.960638
T167858,Branch 2,Delhi,1719.24,Deposit,Success,2025-04-01 14:38:18.790145
T989662,Branch 2,Delhi,147.54,Deposit,Success,2025-04-02 12:26:46.782667
T853588,Branch 2,Delhi,3644.08,Transfer,Success,2025-04-03 04:43:13.114812
T136201,,Delhi,522.79,Deposit,Success,2025-04-03 18:40:44.889914
T299668,Branch 2,Delhi,4772.05,Failed,Success,2025-04-01 18:48:13.609637
,Branch 2,Delhi,1115.19,Withdrawal,Success,2025-04-03 11:55:43.142969
T485242,Branch 2,Delhi,765.21,Deposit,Success,
T631799,Branch 2,Delhi,521.72,Failed,Failed,2025-04-03 09:36:14.337303
T586237,Branch 2,Delhi,625.02,Failed,Success,2025-04-01 17:39:42.451296
T773311,Branch 2,Delhi,345.48,Transfer,Success,2025-04-07 09:43:04.248558
,Branch 2,Delhi,3187.7,Withdrawal,Failed,2025-04-03 21:35:07.576752
T163540,Branch 2,Delhi,4556.58,Deposit,Success,2025-04-07 03:51:28.137139
T930882,Branch 2,Delhi,4630.75,Failed,Failed,2025-04-05 03:30:21.612613
T574783,Branch 2,Delhi,4484.97,,Failed,2025-04-07 14:54:14.542064
T311194,Branch 2,Delhi,4137.08,Transfer,Success,2025-04-05 20:29:50.061736
T149876,Branch 2,Delhi,2288.28,Withdrawal,Failed,2025-04-07 23:58:45.814132
T637974,Branch 2,Delhi,4909.71,Failed,Failed,2025-04-06 05:53:37.189083
,Branch 2,Delhi,597.56,Transfer,Success,2025-04-01 19:45:23.484896
T321077,Branch 2,Delhi,4370.51,Failed,Success,2025-04-06 12:39:59.692278
T228748,Branch 2,Delhi,1747.92,Withdrawal,Success,2025-04-04 00:57:25.421641
T147088,Branch 2,Delhi,4422.02,Withdrawal,Success,2025-04-06 15:12:41.192620
T540509,Branch 2,Delhi,1733.44,Failed,Success,2025-04-05 21:35:35.006953
T233583,Branch 2,Delhi,3185.3,Failed,Success,2025-04-03 00:27:38.845289
T354108,Branch 2,,,Transfer,Success,
T508040,Branch 2,Delhi,,,Failed,2025-04-01 15:41:53.798563
T406431,Branch 2,Delhi,4983.01,,Success,2025-04-01 06:43:09.631887
T437740,Branch 2,Delhi,3387.61,Withdrawal,Failed,2025-04-05 08:10:21.066503
T679159,Branch 2,Delhi,2261.53,Withdrawal,Success,2025-04-07 10:51:06.342277
T739291,Branch 2,Delhi,2329.95,Failed,Success,2025-04-07 00:37:01.107851
T757313,Branch 2,Delhi,,Failed,Failed,2025-04-01 08:10:57.713050
T500650,Branch 2,Delhi,4752.24,Transfer,Success,2025-04-05 01:00:09.725754
T965873,Branch 2,Delhi,3844.84,Deposit,Success,
T424737,Branch 2,Delhi,1487.82,Failed,Success,2025-04-02 17:09:54.427671
T803113,Branch 2,Delhi,4394.17,Deposit,Success,2025-04-03 08:14:47.270748
T351144,Branch 2,Delhi,4062.12,Failed,Success,2025-04-07 16:20:33.591407
T884201,Branch 2,Delhi,3340.56,Failed,Success,2025-04-03 01:37:19.775010
T228925,Branch 2,Delhi,2576.95,Deposit,Success,2025-04-02 08:56:04.869154
,Branch 2,Delhi,1607.23,Failed,Failed,2025-04-03 00:59:23.781829
T635758,,Delhi,4105.84,Withdrawal,Failed,2025-04-06 13:27:39.840092
T581129,Branch 2,Delhi,986.99,Withdrawal,Failed,2025-04-02 00:49:42.493667
T860107,Branch 2,Delhi,904.64,Deposit,Success,2025-04-01 21:43:43.495098
T453203,Branch 2,,2291.14,Withdrawal,Failed,2025-04-03 20:09:30.106104
T204208,Branch 2,Delhi,1884.5,Failed,Failed,2025-04-01 09:33:40.020844
T545251,Branch 2,Delhi,2656.52,Withdrawal,,2025-04-05 01:25:56.641182
T570697,Branch 2,Delhi,4340.05,Failed,Failed,2025-04-01 09:36:49.120884
T326634,Branch 2,Delhi,331.82,Deposit,Failed,2025-04-05 04:08:01.158240
T145948,Branch 2,Delhi,1052.18,Withdrawal,Success,2025-04-03 22:56:32.120497
T325239,Branch 2,Delhi,3372.07,Deposit,Failed,2025-04-01 07:13:57.616601
T456433,Branch 2,Delhi,,Transfer,Success,2025-04-01 10:20:14.887689
T628972,Branch 2,Delhi,1837.42,Failed,Success,2025-04-03 05:08:42.477966
T480916,Branch 2,Delhi,4895.25,Withdrawal,Success,2025-04-05 21:03:13.645260
,Branch 2,Delhi,2721.66,Withdrawal,Success,2025-04-01 20:04:12.906289
T607406,Branch 2,Delhi,1275.46,Deposit,Success,2025-04-07 19:22:37.940353
,Branch 2,Delhi,2925.5,Deposit,Failed,2025-04-04 07:40:22.596985
T546997,Branch 2,Delhi,3754.93,Failed,Success,2025-04-03 13:15:32.343108
T563728,,Delhi,1247.29,Transfer,Success,2025-04-07 04:45:19.412453
T935868,Branch 2,Delhi,2653.41,Withdrawal,Success,2025-04-06 22:35:21.244990
T557613,Branch 2,,1442.56,,Failed,2025-04-01 12:23:32.880572
T701317,,Delhi,3772.86,Transfer,Success,2025-04-03 02:43:24.132851
T206680,Branch 2,Delhi,704.53,Transfer,Failed,2025-04-06 03:41:02.493944
T381406,Branch 2,Delhi,3758.86,Withdrawal,Success,2025-04-06 19:53:37.948417
T349679,Branch 2,Delhi,,Transfer,Success,2025-04-04 13:52:27.217157
T693548,Branch 2,Delhi,1906.08,Transfer,Success,2025-04-02 22:53:04.488735
T989740,Branch 2,Delhi,1775.9,Transfer,Success,2025-04-07 08:25:39.024100
T595680,Branch 2,Delhi,1034.0,Withdrawal,Success,2025-04-03 02:20:33.549815
T445351,Branch 2,Delhi,1732.62,Withdrawal,Success,2025-04-03 08:31:41.174961
T576518,Branch 2,Delhi,1830.78,Failed,Failed,2025-04-06 10:54:23.718191
T465742,Branch 2,Delhi,,Deposit,Success,2025-04-06 05:14:00.081183
T862685,Branch 2,Delhi,1854.51,,Success,2025-04-05 11:49:41.846591
,Branch 2,Delhi,4008.03,Failed,Failed,2025-04-07 12:17:03.550816
T888650,Branch 2,Delhi,3220.63,Withdrawal,Success,2025-04-06 15:01:17.286745
,Branch 2,Delhi,1020.89,Transfer,Success,2025-04-02 00:36:08.559452
T245439,Branch 2,Delhi,744.63,Withdrawal,Success,2025-04-02 16:22:49.288988
T340965,Branch 2,Delhi,,Withdrawal,,2025-04-04 06:09:18.944582
T892815,Branch 2,Delhi,2519.29,Deposit,Failed,2025-04-04 15:37:14.973291
T861592,Branch 2,Delhi,1326.45,,Success,2025-04-06 17:01:58.477818
T842273,,Delhi,3162.78,Failed,Failed,2025-04-04 20:52:35.213850
T298256,Branch 2,Delhi,3355.52,Transfer,Failed,2025-04-06 22:54:58.769627
T842894,Branch 2,Delhi,2936.87,Transfer,Failed,2025-04-05 00:34:55.410222
,Branch 2,Delhi,3968.23,Withdrawal,Failed,2025-04-06 16:05:36.352772
T110066,Branch 2,Delhi,3519.22,Failed,Success,2025-04-06 10:46:51.233928
T805798,Branch 2,Delhi,3235.07,Deposit,Failed,2025-04-04 13:24:36.047076
T828284,Branch 2,Delhi,4311.47,Withdrawal,Success,2025-04-07 00:22:52.822639
,Branch 2,Delhi,3685.29,Transfer,Failed,2025-04-04 22:02:12.651482
T503372,Branch 2,Delhi,4470.88,Withdrawal,,2025-04-02 05:12:57.305824
T472232,Branch 2,Delhi,3732.85,Withdrawal,Failed,2025-04-03 22:04:30.266841
T550932,Branch 2,Delhi,4725.22,Failed,Success,2025-04-04 14:18:43.834962
T158799,Branch 2,Delhi,2498.37,Failed,Failed,2025-04-01 05:06:30.739271
,Branch 2,Delhi,2209.72,Deposit,Success,2025-04-03 23:34:28.957113
T523411,,Delhi,2506.92,Withdrawal,Failed,2025-04-06 21:47:51.506673
T109784,Branch 2,Delhi,2812.22,Deposit,Success,2025-04-01 02:07:16.603838
T324592,Branch 2,Delhi,2160.07,Transfer,Success,2025-04-06 21:38:48.274919
T628169,Branch 2,,,Transfer,Success,2025-04-07 18:08:33.429409
T867548,Branch 2,Delhi,3312.34,Transfer,Failed,2025-04-01 12:55:06.687222
T997252,Branch 2,Delhi,1452.65,,Failed,2025-04-07 10:37:56.173184
T157616,Branch 2,Delhi,4037.55,Deposit,Failed,2025-04-04 17:54:28.566647
T427816,Branch 2,Delhi,3150.27,Withdrawal,Failed,2025-04-02 19:51:53.394728
T850787,Branch 2,Delhi,2435.25,Deposit,,2025-04-03 12:12:20.746445
T201382,Branch 2,Delhi,1656.26,Failed,Failed,2025-04-05 08:59:05.600927
T793693,Branch 2,Delhi,2815.93,Deposit,Failed,2025-04-05 09:43:08.787138
T107266,,Delhi,1626.06,Withdrawal,Success,2025-04-05 13:53:47.452584
T686895,Branch 2,Delhi,1508.33,Transfer,Success,2025-04-04 15:56:49.287830
,Branch 2,Delhi,3994.03,Failed,Success,2025-04-06 18:01:28.593164
T897454,Branch 2,Delhi,1364.83,Failed,Success,2025-04-05 07:50:27.743914
T160133,Branch 2,Delhi,,Transfer,Failed,2025-04-02 04:29:41.152597
T718997,Branch 2,Delhi,4572.23,Failed,Failed,2025-04-06 03:09:59.782368
T677712,Branch 2,Delhi,510.1,Transfer,Failed,
T253898,Branch 2,Delhi,,Withdrawal,Failed,2025-04-07 05:32:09.117611
T907225,Branch 2,Delhi,3697.81,Transfer,,2025-04-07 11:18:52.835803
T872191,Branch 2,Delhi,2883.94,Withdrawal,Failed,2025-04-05 18:28:13.089588
T776323,Branch 2,Delhi,1128.07,Failed,Failed,2025-04-07 01:51:39.119080
,Branch 2,Delhi,2070.92,,Success,2025-04-02 09:28:38.436097
,Branch 2,Delhi,3818.28,Withdrawal,Failed,2025-04-04 19:14:30.535873
T572791,Branch 2,Delhi,1281.15,Transfer,Success,2025-04-03 18:35:01.925145
T403499,Branch 2,Delhi,596.06,Failed,,2025-04-07 06:51:02.465321
T988218,Branch 2,Delhi,3647.72,Withdrawal,Success,2025-04-06 13:37:22.881018
T316281,Branch 2,Delhi,362.91,Failed,Success,2025-04-02 17:30:06.992965
T128212,Branch 2,Delhi,2397.12,Deposit,Failed,2025-04-06 19:03:49.685589
T558351,Branch 2,Delhi,1275.85,Withdrawal,Failed,2025-04-06 04:23:36.146975
T233707,,Delhi,3083.58,Withdrawal,Failed,2025-04-03 07:09:56.816371
T802110,Branch 2,Delhi,3276.99,Failed,Failed,2025-04-05 06:02:04.870954
T291258,Branch 2,Delhi,1304.86,Transfer,,2025-04-05 20:50:17.387490
T482187,Branch 2,Delhi,730.88,Failed,Success,2025-04-07 22:51:46.824716
T236776,Branch 2,Delhi,2049.64,Withdrawal,Success,2025-04-06 05:22:27.952285
T462998,Branch 2,Delhi,2532.14,Transfer,Success,
T114611,Branch 2,Delhi,1255.16,,Failed,2025-04-04 21:50:13.821792
T135490,Branch 2,Delhi,893.59,Transfer,Success,2025-04-06 15:25:08.773296
T564641,Branch 2,Delhi,547.51,Withdrawal,Success,2025-04-06 19:53:13.790688
T167224,Branch 2,Delhi,3654.45,Withdrawal,,2025-04-02 01:06:59.341018
T705167,Branch 2,Delhi,2220.38,Deposit,Success,2025-04-05 14:36:05.112399
T718800,Branch 2,Delhi,482.87,Deposit,Failed,2025-04-05 14:34:34.253812
T212565,Branch 2,Delhi,1518.95,,Success,2025-04-04 22:25:36.357370
T238565,Branch 2,Delhi,706.74,Withdrawal,Failed,2025-04-07 13:22:28.821233
T457946,Branch 2,Delhi,2534.55,Withdrawal,Failed,2025-04-02 20:30:50.491795
T105425,Branch 2,Delhi,878.74,Failed,Failed,2025-04-01 21:55:49.532690
T562510,Branch 2,Delhi,4485.98,Deposit,Failed,2025-04-04 13:13:21.715111
T400696,,Delhi,624.01,Deposit,Failed,2025-04-05 04:28:10.246692
T508008,Branch 2,Delhi,1802.58,Withdrawal,Success,2025-04-04 06:07:11.159947
T223474,Branch 2,Delhi,1541.88,Withdrawal,Failed,2025-04-05 22:49:21.185438
T120775,Branch 2,Delhi,1883.29,Withdrawal,Success,2025-04-02 08:30:00.563941
T424470,Branch 2,Delhi,,Failed,Success,2025-04-02 14:33:02.799185
T403509,Branch 2,,695.2,Transfer,Failed,2025-04-01 01:04:57.498967
T967097,Branch 2,Delhi,1484.25,Transfer,Success,2025-04-03 22:51:12.403217
T143125,Branch 2,Delhi,3459.71,Failed,Failed,2025-04-01 21:36:50.187659
T308240,Branch 2,Delhi,680.2,Deposit,Success,2025-04-02 08:03:49.503610
T590211,Branch 2,Delhi,1370.07,Transfer,,2025-04-02 10:13:57.063817
T271941,,Delhi,,Transfer,Success,2025-04-02 04:55:53.094635
T448446,Branch 2,Delhi,2276.37,Deposit,Failed,2025-04-03 18:52:17.750767
T364544,Branch 2,Delhi,4016.59,Failed,Success,2025-04-05 19:13:26.466216
,,Delhi,2471.82,,Failed,2025-04-02 15:28:42.361635
T462418,Branch 2,Delhi,4143.05,Failed,Failed,2025-04-05 10:10:46.301132
T399320,Branch 2,Delhi,1377.57,Deposit,Success,2025-04-06 13:14:15.076753
T956912,Branch 2,Delhi,4920.8,Failed,Success,2025-04-06 15:10:52.582288
T903637,Branch 2,Delhi,1620.01,Failed,Failed,2025-04-06 10:39:28.534014
T592300,Branch 2,Delhi,2907.12,Failed,Failed,2025-04-07 05:56:10.085333
T730074,Branch 2,Delhi,1843.04,,Success,2025-04-07 17:35:13.174130
T473840,Branch 2,Delhi,2142.77,Transfer,Success,2025-04-03 23:52:46.903942
,Branch 2,Delhi,,Withdrawal,Failed,2025-04-04 12:41:02.766330
,Branch 2,Delhi,4401.59,Withdrawal,Success,2025-04-03 01:16:50.333553
T805396,Branch 2,Delhi,3249.34,Transfer,Success,2025-04-03 11:17:22.968739
T777934,Branch 2,Delhi,2456.08,Failed,Failed,2025-04-02 05:02:58.676385
T301133,,Delhi,3833.02,Deposit,Success,2025-04-07 15:00:05.224976
,Branch 2,Delhi,4814.76,Withdrawal,Success,2025-04-03 14:50:52.843446
T462755,,Delhi,3666.41,Failed,Success,2025-04-03 20:20:46.663124
T216176,Branch 2,Delhi,2015.21,Withdrawal,Failed,2025-04-03 09:28:49.953070
,Branch 2,Delhi,4135.49,,Success,2025-04-05 14:30:35.446163
T416614,Branch 2,Delhi,3720.2,Transfer,Failed,2025-04-03 04:19:08.375339
T781066,Branch 2,Delhi,1462.66,Failed,Failed,2025-04-05 11:15:53.915257
T774864,Branch 2,Delhi,1568.33,Deposit,Success,2025-04-04 06:07:19.950888
T412949,Branch 2,Delhi,2186.42,Withdrawal,Failed,2025-04-02 19:38:45.807992
T652224,Branch 2,Delhi,4765.23,Transfer,Failed,2025-04-03 11:03:19.893452
,Branch 2,Delhi,4369.26,Failed,Failed,2025-04-03 18:06:14.438604
T930801,Branch 2,Delhi,4668.23,Withdrawal,Failed,2025-04-05 00:59:22.763400
T415760,Branch 2,Delhi,3166.67,Deposit,Success,2025-04-04 03:00:09.883501
T266662,,Delhi,,Failed,Success,2025-04-03 10:03:50.028816
T588152,Branch 2,Delhi,1001.34,,Success,2025-04-03 13:12:25.715114
T806830,Branch 2,Delhi,476.21,Failed,Success,2025-04-05 12:07:37.322549
T843046,Branch 2,Delhi,2537.01,Failed,Failed,2025-04-01 20:31:30.482498
T343537,Branch 2,Delhi,2859.51,Transfer,Failed,2025-04-07 07:27:33.222629
T393120,Branch 2,Delhi,1514.94,Failed,Success,2025-04-01 13:24:43.545959
,Branch 2,Delhi,3627.92,Transfer,Failed,2025-04-05 13:07:34.264204
T617229,Branch 2,Delhi,2219.76,Failed,Success,2025-04-04 16:27:07.929979
T846811,Branch 2,Delhi,1343.01,Transfer,Success,2025-04-01 11:10:48.471534
T609087,Branch 2,Delhi,1857.88,Deposit,Success,2025-04-07 18:35:25.250423
T173306,Branch 2,Delhi,575.28,Withdrawal,Failed,2025-04-01 17:49:36.032664
T894521,Branch 2,Delhi,,Transfer,Failed,2025-04-03 18:16:11.428244
T837394,Branch 2,Delhi,1466.75,Withdrawal,Failed,2025-04-05 22:20:22.218016
T919495,Branch 2,Delhi,,Deposit,Failed,2025-04-02 19:45:19.759348
T348947,Branch 2,Delhi,4196.44,Deposit,Failed,2025-04-02 00:36:38.571622
T937975,Branch 2,,4985.54,Withdrawal,Failed,
T311495,Branch 2,Delhi,954.97,Withdrawal,Failed,2025-04-05 06:43:25.369682
T650893,Branch 2,Delhi,3588.43,Transfer,Failed,
T532611,Branch 2,Delhi,1168.95,Transfer,Failed,2025-04-04 03:28:26.149845
T852278,Branch 2,Delhi,4961.54,Transfer,Failed,2025-04-04 18:06:30.112013
T632392,Branch 2,Delhi,3298.65,Deposit,Failed,2025-04-03 07:15:47.536821
T461986,Branch 2,Delhi,617.28,Deposit,Success,2025-04-04 14:45:35.208479
T112857,Branch 2,Delhi,203.53,Transfer,Failed,2025-04-04 09:18:30.618582
T202246,Branch 2,Delhi,1029.59,Transfer,Success,2025-04-07 16:52:08.986000
T913067,Branch 2,Delhi,1921.97,Deposit,,2025-04-07 00:25:12.696460
T765431,Branch 2,Delhi,3711.19,Transfer,Failed,2025-04-06 18:15:54.914317
T382875,Branch 2,Delhi,,,Success,2025-04-07 16:51:47.242093
T652194,Branch 2,Delhi,2857.73,Withdrawal,Failed,2025-04-02 07:33:37.186377
T528165,Branch 2,Delhi,4721.77,,Success,2025-04-01 21:55:51.899171
T645220,Branch 2,Delhi,2138.75,Withdrawal,Success,2025-04-06 00:45:36.091651
T230455,Branch 2,Delhi,4914.86,Transfer,Success,
T866833,Branch 2,Delhi,913.81,Failed,Success,2025-04-02 05:25:14.418361
,Branch 2,Delhi,1747.16,Transfer,Failed,2025-04-02 22:11:14.328358
T594406,Branch 2,Delhi,845.68,Failed,Failed,2025-04-02 02:55:24.945935
T652550,Branch 2,Delhi,4005.67,Transfer,Success,2025-04-06 00:46:28.347695
T483487,Branch 2,Delhi,1712.51,,Success,2025-04-02 14:38:22.921913
T457535,Branch 2,Delhi,2178.72,Transfer,Success,2025-04-06 02:16:41.098429
T453374,Branch 2,Delhi,699.24,Withdrawal,Success,2025-04-04 11:08:42.999925
T755398,Branch 2,Delhi,2334.27,Failed,Failed,2025-04-01 18:16:18.289879
,,Delhi,1631.51,Deposit,Failed,2025-04-06 02:50:19.674491
T968315,Branch 2,Delhi,4944.16,Failed,Failed,2025-04-06 11:52:01.630670
T751726,Branch 2,Delhi,390.65,Failed,Failed,2025-04-04 04:51:05.469721
T813882,Branch 2,Delhi,1179.27,Failed,Success,2025-04-01 23:58:35.999936
T318257,Branch 2,Delhi,,Transfer,Failed,2025-04-02 14:27:42.190884
T963160,Branch 2,Delhi,1264.7,,Failed,2025-04-03 20:03:15.646247
T278534,Branch 2,Delhi,3013.65,Failed,Failed,2025-04-01 06:15:40.530443
,Branch 2,Delhi,4219.46,Deposit,Failed,2025-04-02 04:50:03.808090
T159962,Branch 2,Delhi,,Deposit,Failed,2025-04-05 16:46:32.427772
T329561,,Delhi,1172.38,Withdrawal,Failed,2025-04-04 22:58:45.415176
,Branch 2,Delhi,724.01,Deposit,Failed,2025-04-04 10:39:26.943205
T265551,Branch 2,Delhi,3630.43,Deposit,Failed,2025-04-02 21:34:28.025828
T245645,,Delhi,2023.82,Transfer,Failed,2025-04-06 17:43:58.027058
T700085,Branch 2,Delhi,3505.72,Deposit,Success,
T743586,Branch 2,Delhi,3466.64,Transfer,Failed,2025-04-03 19:40:39.894486
T991100,,Delhi,4726.23,Transfer,Success,2025-04-04 08:23:40.139765
T128558,Branch 2,Delhi,1904.28,Deposit,Success,2025-04-04 08:20:16.850986
T525828,Branch 2,Delhi,4930.51,Withdrawal,Failed,2025-04-05 09:17:00.168550
T426409,Branch 2,Delhi,1850.14,Transfer,Success,
T641447,Branch 2,Delhi,3939.92,,Success,2025-04-01 04:45:12.408107
T971316,Branch 2,Delhi,1237.97,Withdrawal,Failed,2025-04-03 16:30:10.523098
T902367,Branch 2,Delhi,243.01,Failed,Success,2025-04-06 15:33:08.711492
T877208,Branch 2,Delhi,2108.69,,Success,2025-04-04 17:21:28.248903
,Branch 2,Delhi,3513.98,Withdrawal,Failed,2025-04-01 10:08:04.392247
T849336,Branch 2,Delhi,3234.07,,Success,2025-04-01 21:18:43.545858
T724090,Branch 2,Delhi,833.49,Failed,Failed,
T735937,Branch 2,Delhi,3339.9,Withdrawal,Success,2025-04-04 08:55:05.923849
T725415,Branch 2,Delhi,3537.56,Withdrawal,Success,2025-04-04 02:45:56.886030
,Branch 2,Delhi,1704.72,Transfer,Failed,2025-04-03 04:26:28.003295
T780798,Branch 2,Delhi,3862.78,Withdrawal,Failed,2025-04-03 05:39:48.917764
T139075,Branch 2,Delhi,2604.18,,Failed,2025-04-07 05:18:50.071436
,Branch 2,Delhi,3274.99,Withdrawal,Success,2025-04-06 11:38:27.052063
T215005,Branch 2,Delhi,408.59,Failed,Success,2025-04-01 04:31:19.298239
T107484,Branch 2,Delhi,2615.15,Deposit,Success,2025-04-05 12:26:01.589706
T380809,Branch 2,Delhi,2794.78,Failed,Success,2025-04-03 08:20:00.399804
T983511,Branch 2,Delhi,3239.07,Failed,Failed,2025-04-06 17:37:23.932795
