txn_id,branch,city,amount,transaction_type,status,timestamp
T655474,Branch 5,Mumbai,983.92,Failed,Success,2025-04-02 20:27:25.701886
T679326,Branch 5,Mumbai,750.58,Transfer,Failed,2025-04-06 14:15:54.568198
T303495,Branch 5,Mumbai,1257.7,Failed,Failed,2025-04-07 06:30:44.784955
T316858,Branch 5,Mumbai,1682.2,,Success,2025-04-01 06:11:39.243273
T531725,Branch 5,Mumbai,4545.67,Deposit,Success,2025-04-07 21:43:41.834438
T735608,Branch 5,Mumbai,1526.09,Withdrawal,Success,2025-04-05 15:22:21.690693
T563720,Branch 5,Mumbai,3314.02,Failed,Success,2025-04-01 10:11:00.436392
T136707,Branch 5,Mumbai,637.62,,Failed,2025-04-04 02:06:17.623552
,Branch 5,Mumbai,917.54,Withdrawal,Failed,2025-04-07 02:28:16.421030
T636100,Branch 5,Mumbai,613.82,Withdrawal,Success,2025-04-03 14:16:06.096898
T662554,Branch 5,Mumbai,2911.13,Transfer,Failed,2025-04-05 09:56:40.230858
T891228,Branch 5,Mumbai,4593.74,Transfer,Success,2025-04-07 22:50:24.589079
T303121,Branch 5,Mumbai,3596.27,Transfer,Failed,2025-04-01 09:36:38.555931
T920492,Branch 5,Mumbai,2617.39,Withdrawal,Success,
T998015,Branch 5,Mumbai,1062.83,Deposit,Failed,2025-04-06 18:32:38.469813
T987525,Branch 5,Mumbai,529.08,Deposit,Failed,2025-04-07 21:55:01.887285
T655474,Branch 5,Mumbai,798.26,Transfer,Failed,2025-04-03 05:19:24.454800
T608696,Branch 5,Mumbai,1317.42,Deposit,Failed,
,Branch 5,Mumbai,3910.53,Failed,Success,2025-04-05 09:04:18.415858
,Branch 5,Mumbai,4241.79,Deposit,Success,2025-04-06 02:43:36.695549
T550614,Branch 5,Mumbai,,Deposit,Success,
T344399,Branch 5,Mumbai,2067.83,Failed,Failed,2025-04-03 01:09:41.650071
T641447,Branch 5,Mumbai,819.15,,Failed,2025-04-06 22:50:24.364025
T301800,Branch 5,Mumbai,4490.35,Failed,Success,2025-04-07 22:10:34.324257
,Branch 5,Mumbai,1780.79,Withdrawal,Failed,2025-04-06 09:33:41.964765
T606531,Branch 5,Mumbai,4948.91,Withdrawal,Success,2025-04-03 21:34:14.381787
T303117,Branch 5,Mumbai,4275.93,Deposit,Failed,2025-04-01 23:05:31.280034
T210938,Branch 5,Mumbai,4486.66,Deposit,Success,2025-04-07 13:47:56.490102
,Branch 5,Mumbai,4546.03,Deposit,Failed,2025-04-04 07:39:40.816871
T644047,Branch 5,Mumbai,2589.37,Transfer,Failed,
T441943,Branch 5,Mumbai,3007.7,Withdrawal,Success,2025-04-04 17:42:41.049095
T274280,Branch 5,Mumbai,2823.49,Deposit,Success,2025-04-06 18:18:26.688128
T807049,Branch 5,Mumbai,,Failed,Success,2025-04-03 11:23:08.675091
T586454,Branch 5,Mumbai,3339.38,,Success,2025-04-01 05:20:45.942588
T654472,Branch 5,Mumbai,4014.73,Failed,Failed,2025-04-01 22:46:41.678868
T414205,Branch 5,Mumbai,,,Failed,2025-04-05 04:25:58.239582
T355816,Branch 5,Mumbai,1099.62,Deposit,Failed,2025-04-01 19:53:36.615186
T515705,Branch 5,Mumbai,3981.47,Failed,Failed,
T706669,Branch 5,Mumbai,962.07,Failed,Failed,2025-04-06 06:48:01.674487
,Branch 5,Mumbai,1499.89,Failed,Failed,2025-04-05 14:50:59.989399
T678346,Branch 5,Mumbai,3884.33,Deposit,Failed,2025-04-04 12:00:17.558246
T921509,Branch 5,Mumbai,854.56,Deposit,Success,2025-04-06 19:38:48.035065
T224531,Branch 5,Mumbai,1030.71,Withdrawal,Success,2025-04-01 22:24:48.230920
T420354,Branch 5,Mumbai,1655.47,Withdrawal,Success,2025-04-04 02:44:43.232185
,Branch 5,Mumbai,455.33,Withdrawal,Success,2025-04-06 07:12:34.042166
T706269,Branch 5,Mumbai,3331.9,,Success,2025-04-02 19:49:19.059593
T507718,Branch 5,Mumbai,3589.99,Failed,Success,2025-04-03 07:16:44.055139
T898264,,Mumbai,2514.34,Transfer,Success,2025-04-03 09:46:06.838412
T538445,Branch 5,Mumbai,2064.64,Withdrawal,Failed,2025-04-03 05:08:22.060778
T168404,Branch 5,Mumbai,4690.26,Withdrawal,Success,2025-04-04 11:00:00.929692
T393215,Branch 5,Mumbai,4455.11,Transfer,Success,2025-04-02 14:33:09.770465
T294446,Branch 5,Mumbai,,Failed,,2025-04-01 03:49:46.823102
T819393,Branch 5,Mumbai,4970.96,Deposit,Failed,2025-04-05 15:31:04.039916
T824589,Branch 5,Mumbai,3199.36,Deposit,Failed,2025-04-06 19:18:48.609787
T815415,Branch 5,Mumbai,1786.76,,Success,2025-04-02 07:37:12.003206
T989837,Branch 5,Mumbai,4660.07,Transfer,Success,2025-04-03 09:10:33.176510
T591348,Branch 5,Mumbai,1993.5,Withdrawal,Success,2025-04-01 20:22:01.027842
,Branch 5,Mumbai,4791.77,Withdrawal,Success,2025-04-01 23:58:23.075149
T925383,Branch 5,Mumbai,237.9,,,2025-04-03 21:19:26.723694
T141804,Branch 5,,1050.82,Transfer,Failed,2025-04-01 02:35:41.980322
T306400,Branch 5,Mumbai,2406.85,,Success,2025-04-06 21:28:49.257256
T241594,Branch 5,Mumbai,4491.8,Transfer,Success,2025-04-01 11:07:10.475567
T339815,Branch 5,Mumbai,3630.58,Failed,Success,2025-04-04 07:21:53.677477
T865524,Branch 5,Mumbai,3509.27,Transfer,Success,2025-04-07 09:57:31.058787
T237921,Branch 5,Mumbai,124.14,Failed,Failed,2025-04-02 15:27:45.997034
T398882,Branch 5,Mumbai,3100.94,Transfer,Success,2025-04-06 10:05:08.224116
T983589,Branch 5,Mumbai,2774.25,Failed,Success,2025-04-06 04:58:10.602765
T188066,Branch 5,Mumbai,2126.14,,Success,2025-04-04 12:59:48.669497
T718271,Branch 5,Mumbai,706.08,Failed,Failed,2025-04-05 13:36:42.167160
T174670,Branch 5,Mumbai,3373.78,Failed,,2025-04-03 17:06:33.350761
T440116,Branch 5,Mumbai,,Transfer,Success,2025-04-04 22:54:56.587760
T549255,Branch 5,Mumbai,3122.32,Transfer,Failed,2025-04-05 13:35:22.783430
T890200,,Mumbai,720.69,Failed,Success,2025-04-01 23:44:55.965040
T202738,Branch 5,Mumbai,1282.74,Failed,Success,2025-04-06 14:58:41.604168
T728809,Branch 5,Mumbai,2203.78,Deposit,Success,2025-04-01 19:36:37.290105
T555143,Branch 5,Mumbai,,Transfer,Success,2025-04-02 12:23:50.782548
T920531,Branch 5,Mumbai,3362.02,Deposit,Failed,2025-04-04 17:20:10.850766
T938872,Branch 5,Mumbai,877.32,Failed,Failed,2025-04-05 19:05:11.881042
T382575,Branch 5,Mumbai,1481.28,Deposit,Failed,2025-04-04 23:25:27.585205
T333747,Branch 5,Mumbai,1857.98,Failed,,2025-04-04 10:42:51.246010
,Branch 5,Mumbai,2244.25,Withdrawal,Failed,2025-04-02 16:22:29.156174
T509020,Branch 5,Mumbai,4377.45,Withdrawal,Failed,2025-04-05 21:02:26.277819
T485919,Branch 5,Mumbai,2484.57,Deposit,Success,2025-04-01 01:25:10.933821
,Branch 5,Mumbai,3083.75,Failed,Success,2025-04-04 14:05:35.908894
T694305,Branch 5,Mumbai,3237.39,Withdrawal,Failed,2025-04-07 06:17:15.449554
T190008,Branch 5,Mumbai,1878.87,Transfer,Success,2025-04-04 03:56:15.594296
T301028,Branch 5,Mumbai,1785.46,Withdrawal,,2025-04-05 12:42:37.668199
T588904,Branch 5,Mumbai,703.7,Transfer,,2025-04-05 03:49:27.693845
T938228,Branch 5,Mumbai,3901.95,Deposit,Success,2025-04-02 12:34:39.531058
T670518,Branch 5,Mumbai,2079.45,Withdrawal,Success,2025-04-06 12:03:01.579035
T200725,Branch 5,Mumbai,2146.89,Deposit,Success,2025-04-04 02:52:13.792914
T740199,Branch 5,Mumbai,3734.66,Withdrawal,Success,2025-04-02 03:50:27.261165
T516063,Branch 5,Mumbai,4057.46,Failed,Success,2025-04-06 23:00:28.284109
T835939,Branch 5,Mumbai,2784.71,Failed,Failed,2025-04-05 13:01:14.277052
T520846,,Mumbai,3275.29,Deposit,Success,2025-04-05 18:46:00.095817
,Branch 5,Mumbai,1431.83,Withdrawal,,2025-04-02 22:13:45.358640
T956518,Branch 5,Mumbai,4850.69,Deposit,Success,2025-04-01 22:20:45.290776
T449858,Branch 5,Mumbai,412.57,Failed,Failed,
T823044,Branch 5,Mumbai,4828.61,Deposit,Failed,2025-04-06 21:43:08.285554
T334936,Branch 5,Mumbai,2870.06,Transfer,Success,2025-04-05 17:15:32.243977
T920785,Branch 5,Mumbai,1662.37,Failed,Failed,2025-04-07 18:13:43.647520
T871500,Branch 5,Mumbai,4287.96,,Success,2025-04-03 10:48:16.539195
,Branch 5,Mumbai,214.66,Deposit,Failed,2025-04-04 23:21:09.754948
T219719,Branch 5,Mumbai,1844.84,Deposit,Success,2025-04-01 22:51:05.666966
T697914,Branch 5,Mumbai,1723.08,Failed,Failed,2025-04-07 22:19:53.363132
T781610,Branch 5,Mumbai,3964.2,Failed,,2025-04-07 16:13:44.530182
T797240,Branch 5,Mumbai,4367.56,Deposit,Success,2025-04-02 16:24:37.289433
,Branch 5,Mumbai,516.21,Withdrawal,Failed,2025-04-06 14:59:07.464415
,Branch 5,Mumbai,1649.34,Failed,Success,2025-04-05 04:48:16.014956
T537096,Branch 5,Mumbai,3549.07,Failed,Failed,2025-04-02 08:14:44.558144
T186487,Branch 5,Mumbai,1169.26,,Failed,2025-04-03 16:45:25.191490
,Branch 5,Mumbai,3599.66,Withdrawal,Success,2025-04-06 04:57:20.276732
T329437,Branch 5,Mumbai,,Transfer,Success,2025-04-07 22:56:25.525633
T811999,Branch 5,Mumbai,306.05,Failed,Failed,2025-04-07 07:30:02.000247
T939310,Branch 5,Mumbai,1461.88,,Success,2025-04-07 22:14:31.321776
T932356,Branch 5,Mumbai,2612.01,Transfer,Failed,2025-04-06 18:17:21.436622
T414621,Branch 5,Mumbai,,Deposit,Success,2025-04-05 05:54:16.113849
T307445,Branch 5,Mumbai,2741.3,Transfer,Failed,2025-04-03 15:14:40.640697
T831577,Branch 5,Mumbai,955.77,Withdrawal,Failed,2025-04-05 14:47:41.353284
T580484,Branch 5,Mumbai,4288.82,Failed,Failed,2025-04-01 17:07:56.851922
T936710,Branch 5,Mumbai,886.09,Transfer,Success,2025-04-07 19:56:14.728321
T310287,Branch 5,Mumbai,373.18,Failed,Failed,2025-04-05 08:40:41.004078
T316147,Branch 5,Mumbai,3892.35,,Failed,2025-04-06 10:12:53.576747
T786266,Branch 5,Mumbai,4729.71,Failed,Failed,2025-04-02 10:16:34.318360
T498073,Branch 5,Mumbai,3734.72,Withdrawal,Success,2025-04-03 00:43:45.951810
T122218,Branch 5,Mumbai,475.51,Transfer,Failed,2025-04-03 07:01:10.566370
T692487,Branch 5,Mumbai,2436.87,Withdrawal,Failed,2025-04-03 07:55:33.359820
T969878,Branch 5,Mumbai,3235.1,Withdrawal,Failed,2025-04-05 04:45:40.601865
T665219,Branch 5,,2748.38,Withdrawal,Success,2025-04-07 13:53:38.199093
,Branch 5,Mumbai,,Failed,Failed,2025-04-03 13:36:14.132203
T928778,Branch 5,Mumbai,2544.39,Failed,Success,2025-04-02 00:37:15.912555
T553657,Branch 5,Mumbai,4734.1,Withdrawal,Failed,2025-04-05 12:37:53.935064
T556841,Branch 5,Mumbai,4794.66,Transfer,Failed,2025-04-04 01:29:10.533426
T118643,Branch 5,Mumbai,3342.07,Withdrawal,Success,2025-04-02 01:22:52.116399
T799508,Branch 5,Mumbai,637.45,Failed,Failed,2025-04-07 20:01:05.036732
T135553,Branch 5,Mumbai,4825.17,Deposit,Success,2025-04-04 11:56:41.460677
T104478,Branch 5,Mumbai,865.27,Failed,Success,
T923232,Branch 5,Mumbai,3689.16,Deposit,Success,2025-04-07 01:44:26.278115
,Branch 5,Mumbai,4277.24,Deposit,Success,2025-04-02 05:18:01.326091
T520072,Branch 5,Mumbai,,Failed,Success,2025-04-03 22:28:00.819028
T245160,Branch 5,Mumbai,4043.24,Transfer,Success,2025-04-05 17:29:12.632059
T591913,Branch 5,,4591.78,Deposit,,2025-04-03 10:58:50.360667
T728829,Branch 5,Mumbai,2691.84,Withdrawal,Success,2025-04-03 09:35:27.244122
T412045,,Mumbai,2533.72,,Failed,2025-04-03 01:14:18.696318
T647369,Branch 5,Mumbai,3438.59,Failed,Failed,2025-04-03 20:48:21.464263
T973591,Branch 5,Mumbai,929.54,Deposit,Failed,2025-04-03 17:12:43.957874
T524537,Branch 5,Mumbai,1213.02,Withdrawal,Failed,2025-04-06 21:06:19.720461
T179931,Branch 5,Mumbai,2959.96,Transfer,Success,2025-04-03 00:25:32.520886
T837232,Branch 5,Mumbai,1068.68,Deposit,Failed,2025-04-06 20:38:18.067048
T111580,Branch 5,Mumbai,1302.43,,Failed,
,Branch 5,Mumbai,1986.07,Transfer,Success,2025-04-02 13:49:35.431587
T825601,Branch 5,Mumbai,3245.95,Deposit,Success,2025-04-04 15:53:29.684077
T823372,Branch 5,Mumbai,979.34,Failed,Failed,2025-04-06 17:35:23.578928
,Branch 5,Mumbai,4976.59,Withdrawal,Success,2025-04-03 16:35:09.479133
T433608,Branch 5,Mumbai,2390.75,Failed,,2025-04-07 14:37:59.997574
T870013,Branch 5,Mumbai,1067.99,Transfer,Success,2025-04-03 14:28:55.484723
T966729,,Mumbai,748.98,,Failed,2025-04-02 18:40:27.743893
T103479,Branch 5,Mumbai,280.08,Transfer,Success,2025-04-05 00:29:16.318943
T933968,Branch 5,Mumbai,3387.91,Withdrawal,Failed,2025-04-03 12:13:27.377401
T668745,Branch 5,Mumbai,4899.88,Transfer,Failed,2025-04-05 12:42:46.427939
T776823,Branch 5,Mumbai,3761.48,Failed,Success,2025-04-03 15:36:34.918918
T292354,Branch 5,Mumbai,,Withdrawal,Success,2025-04-06 05:52:03.678967
T764322,Branch 5,Mumbai,2746.52,Withdrawal,Failed,2025-04-05 20:47:10.861921
T339777,Branch 5,Mumbai,426.12,Transfer,Success,2025-04-01 07:08:19.340791
T272566,Branch 5,Mumbai,1423.42,Transfer,Success,2025-04-02 08:28:10.393902
T233572,Branch 5,Mumbai,3352.69,Transfer,Failed,2025-04-05 11:22:58.591849
T438386,Branch 5,Mumbai,2370.54,,Success,2025-04-06 20:01:30.908395
T671252,Branch 5,Mumbai,322.48,Transfer,Failed,2025-04-04 04:59:51.431954
T203367,Branch 5,Mumbai,318.39,Failed,Failed,2025-04-02 11:45:44.904322
T559197,Branch 5,Mumbai,1385.3,Deposit,Success,2025-04-02 01:49:16.476191
T781809,Branch 5,Mumbai,866.47,Withdrawal,Failed,2025-04-07 16:44:55.792828
T150921,Branch 5,,3691.37,Failed,Success,2025-04-03 13:59:53.815291
T460166,,Mumbai,789.81,Transfer,Failed,2025-04-02 15:48:16.912854
T383625,Branch 5,Mumbai,1572.6,Withdrawal,Success,2025-04-05 16:58:36.245646
T989566,Branch 5,Mumbai,2515.47,Deposit,Success,2025-04-02 14:06:33.223837
T639483,Branch 5,Mumbai,1195.56,Deposit,Failed,2025-04-02 12:01:40.182928
T999265,Branch 5,Mumbai,3829.67,Deposit,Success,2025-04-07 05:07:32.911683
T450386,Branch 5,Mumbai,2772.49,Transfer,Failed,2025-04-05 09:57:55.901356
T144910,Branch 5,Mumbai,1332.88,Transfer,Success,2025-04-01 07:31:55.117912
T185607,Branch 5,Mumbai,3587.3,Failed,Failed,2025-04-04 01:24:51.284966
T782577,,Mumbai,1087.04,Transfer,,2025-04-04 18:28:28.433516
,Branch 5,Mumbai,2137.84,Deposit,Success,2025-04-01 16:00:24.856124
T783112,Branch 5,Mumbai,475.05,Failed,Success,2025-04-05 16:25:32.319387
T972887,Branch 5,Mumbai,,Transfer,Success,2025-04-03 23:25:16.317097
T224521,,Mumbai,2704.32,Withdrawal,Success,2025-04-04 01:33:02.800333
T475638,Branch 5,Mumbai,4799.19,Failed,Success,2025-04-01 17:05:51.730114
T703630,Branch 5,Mumbai,4776.86,Withdrawal,,2025-04-04 04:12:43.489927
T295825,Branch 5,Mumbai,4756.64,Deposit,Failed,2025-04-04 05:28:36.823314
T536867,Branch 5,Mumbai,266.42,Deposit,Success,2025-04-05 13:48:51.124288
T473806,Branch 5,Mumbai,3474.57,Deposit,,2025-04-03 18:04:50.231463
T946090,Branch 5,Mumbai,3485.98,Transfer,Failed,2025-04-04 00:15:59.968291
T920529,Branch 5,Mumbai,1156.9,Withdrawal,Failed,
T939914,Branch 5,Mumbai,3742.32,Failed,Failed,2025-04-02 10:39:01.369891
T463617,Branch 5,Mumbai,211.67,,Failed,2025-04-02 22:12:57.183744
T645122,Branch 5,Mumbai,1384.52,Failed,Success,2025-04-03 09:37:29.626158
T992082,Branch 5,Mumbai,674.03,,Failed,2025-04-05 03:46:32.605191
T416040,,Mumbai,,Transfer,Success,2025-04-01 07:41:39.040222
T870801,Branch 5,Mumbai,4757.93,Transfer,Success,2025-04-07 01:31:12.706597
T950705,Branch 5,Mumbai,,,Success,2025-04-07 12:48:18.093839
T152899,Branch 5,Mumbai,4686.05,Deposit,Failed,2025-04-04 21:07:36.975749
T479438,Branch 5,Mumbai,4368.36,Failed,Failed,2025-04-07 18:46:29.917790
,Branch 5,Mumbai,3583.9,Deposit,Success,2025-04-06 21:55:15.404325
T387727,Branch 5,Mumbai,2305.93,Transfer,Failed,2025-04-07 05:35:13.562070
,,Mumbai,,Failed,Failed,2025-04-01 06:52:52.786567
T453541,Branch 5,Mumbai,4994.14,Withdrawal,Failed,2025-04-01 06:48:08.216200
T558498,Branch 5,Mumbai,2091.82,Withdrawal,Success,2025-04-05 11:32:22.659345
T200249,Branch 5,Mumbai,693.39,Withdrawal,Success,2025-04-06 10:31:27.163076
T950115,Branch 5,Mumbai,3179.59,Withdrawal,Success,2025-04-06 12:23:19.261706
T151754,Branch 5,Mumbai,1287.31,Failed,Failed,2025-04-05 16:31:14.995330
T462124,Branch 5,Mumbai,2531.16,,Success,2025-04-04 10:44:26.275372
T293245,Branch 5,Mumbai,4735.72,Transfer,Success,2025-04-04 05:32:33.109447
T330781,Branch 5,Mumbai,2218.58,Transfer,,2025-04-06 23:00:35.044013
T184735,Branch 5,Mumbai,4943.64,Deposit,Success,
T922751,Branch 5,Mumbai,814.98,Deposit,Failed,2025-04-03 21:08:57.997109
T117384,Branch 5,Mumbai,,Failed,Success,2025-04-03 09:15:47.302900
T551367,Branch 5,Mumbai,3107.51,Withdrawal,Success,2025-04-01 09:43:43.434908
T524768,Branch 5,Mumbai,4322.65,Withdrawal,Success,2025-04-07 10:22:23.428680
T953739,Branch 5,Mumbai,4699.7,Withdrawal,Success,2025-04-05 09:12:39.478488
T620655,Branch 5,Mumbai,3342.05,Transfer,Failed,2025-04-04 05:02:14.614462
,Branch 5,Mumbai,2308.37,Transfer,Failed,2025-04-04 13:07:31.778353
T401353,Branch 5,Mumbai,413.74,Deposit,Success,2025-04-03 12:35:12.876942
T145512,Branch 5,Mumbai,2774.2,Withdrawal,Success,2025-04-05 18:56:50.929042
T588660,Branch 5,Mumbai,2109.48,Withdrawal,Success,2025-04-04 02:59:57.317878
T910482,,Mumbai,1598.89,Failed,Success,2025-04-04 08:36:24.062892
T344558,,Mumbai,1253.75,Deposit,Failed,2025-04-05 12:05:00.020933
T254199,Branch 5,Mumbai,2747.89,Transfer,Success,2025-04-05 21:46:57.332661
T216381,Branch 5,Mumbai,3105.3,Deposit,Failed,2025-04-05 16:40:55.801316
,Branch 5,Mumbai,4870.41,Withdrawal,Success,2025-04-05 22:24:29.948209
T713496,Branch 5,Mumbai,319.12,Failed,Failed,
T341074,Branch 5,Mumbai,3334.71,Withdrawal,Success,2025-04-01 07:34:53.571649
T720070,Branch 5,Mumbai,367.07,Withdrawal,Success,2025-04-05 08:57:24.501518
T926251,Branch 5,Mumbai,1711.0,Deposit,Success,2025-04-01 16:49:16.996221
T967044,Branch 5,Mumbai,3003.37,Deposit,Failed,2025-04-06 17:57:58.894435
T470603,Branch 5,Mumbai,4033.65,Withdrawal,Success,2025-04-04 21:06:20.523710
T726331,Branch 5,Mumbai,349.78,Withdrawal,Failed,2025-04-04 02:30:12.251510
T506855,Branch 5,Mumbai,2748.64,Failed,Failed,2025-04-05 03:13:59.070600
T527180,Branch 5,Mumbai,4261.87,Withdrawal,Failed,2025-04-04 06:44:21.992279
T375025,Branch 5,Mumbai,,Deposit,Success,2025-04-07 21:27:15.914320
T925068,Branch 5,Mumbai,,Withdrawal,Success,2025-04-06 13:25:00.520898
T835829,Branch 5,Mumbai,430.6,Deposit,Failed,2025-04-02 03:43:05.826289
T366569,Branch 5,Mumbai,1065.55,Failed,Success,2025-04-07 17:11:39.510450
T690944,Branch 5,Mumbai,4395.77,Deposit,,2025-04-04 05:56:57.807575
T655036,,Mumbai,760.28,Withdrawal,Failed,2025-04-01 20:39:39.727215
T757781,Branch 5,Mumbai,2505.36,Deposit,Success,2025-04-01 01:40:30.301285
T518562,Branch 5,Mumbai,1669.15,Failed,,2025-04-04 07:17:29.745573
T929307,Branch 5,Mumbai,2935.28,Transfer,Success,2025-04-03 02:28:24.754279
T743811,Branch 5,Mumbai,641.09,Failed,Failed,2025-04-04 18:21:33.750787
,Branch 5,Mumbai,3466.86,Failed,Failed,2025-04-06 13:41:42.302185
T531764,Branch 5,Mumbai,440.0,Failed,Success,2025-04-01 05:49:36.034321
T723561,Branch 5,,652.33,,Success,2025-04-03 07:20:02.443585
T442234,Branch 5,Mumbai,2926.53,Deposit,Success,2025-04-04 05:08:57.643776
T248386,Branch 5,Mumbai,1929.68,Failed,Success,2025-04-05 13:11:35.461182
T367989,Branch 5,Mumbai,815.18,Withdrawal,Success,2025-04-06 08:07:47.754388
T239607,Branch 5,Mumbai,4390.74,Transfer,Success,2025-04-07 20:42:00.534008
T952390,Branch 5,,3470.02,Failed,Success,2025-04-06 20:08:06.995228
T916942,Branch 5,Mumbai,160.98,Deposit,Failed,2025-04-04 19:53:13.181319
T359393,,Mumbai,505.92,Transfer,Failed,2025-04-06 23:11:00.064502
T340195,Branch 5,Mumbai,2867.65,,Success,2025-04-02 08:10:55.569770
,Branch 5,Mumbai,3650.82,Withdrawal,Success,2025-04-01 07:05:05.926972
T925448,Branch 5,Mumbai,1136.76,Failed,Success,2025-04-01 17:46:04.245237
T236185,Branch 5,Mumbai,870.49,Withdrawal,Success,2025-04-04 14:39:13.889184
T932528,Branch 5,Mumbai,1219.27,Withdrawal,Failed,2025-04-06 16:58:14.019282
T409240,Branch 5,Mumbai,1936.2,Failed,Success,
T970768,Branch 5,Mumbai,2161.71,Transfer,Failed,2025-04-01 01:37:49.396481
T129905,,Mumbai,4864.73,Failed,Success,2025-04-05 22:38:13.846835
T928322,Branch 5,Mumbai,175.35,Withdrawal,,2025-04-04 05:11:11.769120
T692022,Branch 5,Mumbai,,Deposit,Failed,2025-04-03 07:33:00.857641
T981255,Branch 5,Mumbai,3097.86,Deposit,Success,2025-04-07 19:01:38.582518
T541161,Branch 5,Mumbai,3035.62,Withdrawal,Success,2025-04-01 16:39:16.740689
T422626,,Mumbai,4124.58,Deposit,Failed,2025-04-05 17:15:50.032923
T859917,Branch 5,Mumbai,1281.67,Withdrawal,Success,2025-04-02 22:03:54.749175
T483328,Branch 5,Mumbai,3086.76,,Success,2025-04-05 09:57:43.346809
T347432,Branch 5,Mumbai,4446.03,Failed,Success,2025-04-07 09:31:22.613019
T358971,Branch 5,Mumbai,323.01,Transfer,Success,2025-04-03 18:47:08.358867
T850096,Branch 5,Mumbai,502.53,Deposit,Success,2025-04-05 20:00:56.476886
T661891,Branch 5,Mumbai,2865.94,Transfer,Success,2025-04-07 05:33:07.700533
T556967,Branch 5,Mumbai,1792.76,Deposit,Success,2025-04-06 14:01:37.949741
T830673,,Mumbai,1293.43,Transfer,Failed,2025-04-06 01:10:55.875413
T651390,Branch 5,Mumbai,2211.29,Failed,Failed,2025-04-07 13:56:45.119500
T495465,Branch 5,Mumbai,2723.08,Deposit,Failed,2025-04-04 12:55:53.009180
T540275,Branch 5,Mumbai,2283.25,Transfer,,2025-04-07 22:47:39.130439
T359528,Branch 5,Mumbai,1661.53,Deposit,Success,2025-04-07 15:47:34.052555
T816540,Branch 5,Mumbai,1194.09,Deposit,Success,2025-04-02 21:59:48.306732
T550273,Branch 5,Mumbai,,Deposit,Success,2025-04-05 03:45:48.912541
T253230,Branch 5,Mumbai,1525.4,Deposit,Failed,2025-04-07 23:38:18.451484
T519615,Branch 5,Mumbai,972.1,Transfer,Success,2025-04-07 03:23:29.894346
,Branch 5,Mumbai,428.76,Failed,,2025-04-04 21:57:26.436291
T339785,Branch 5,Mumbai,3563.56,Failed,Success,2025-04-05 10:52:27.972012
T680206,Branch 5,Mumbai,3460.58,Withdrawal,Failed,2025-04-05 21:23:26.801752
T905077,,Mumbai,1226.84,Transfer,Failed,2025-04-02 21:45:56.044175
T543816,Branch 5,Mumbai,4147.84,Transfer,Success,2025-04-02 03:39:23.147007
T541306,Branch 5,Mumbai,1087.11,Transfer,Success,2025-04-05 03:07:01.437215
T905071,Branch 5,Mumbai,4518.5,Transfer,,2025-04-05 09:27:24.668762
T105612,Branch 5,Mumbai,127.13,,Success,2025-04-07 18:51:20.976901
T403143,Branch 5,Mumbai,3504.95,Transfer,Failed,2025-04-01 18:47:29.162241
T397912,Branch 5,Mumbai,3773.23,Transfer,Failed,2025-04-03 03:06:14.662186
,Branch 5,Mumbai,3655.81,Transfer,Failed,
T412704,Branch 5,Mumbai,391.98,Transfer,Success,2025-04-02 20:56:59.949898
T284993,Branch 5,Mumbai,973.44,Failed,Success,
T589408,Branch 5,Mumbai,1146.28,,Success,2025-04-06 09:46:52.593391
T671280,Branch 5,Mumbai,3020.88,Failed,Success,2025-04-04 19:56:13.380503
T480128,Branch 5,Mumbai,378.23,Transfer,Failed,2025-04-03 14:08:07.013532
T581072,Branch 5,Mumbai,3707.03,Withdrawal,Success,2025-04-01 06:12:05.286213
,Branch 5,Mumbai,1025.64,Transfer,Success,2025-04-03 04:14:54.208061
T233803,Branch 5,Mumbai,,Deposit,Success,2025-04-04 07:07:57.744356
T472641,Branch 5,,2852.33,Failed,,2025-04-02 00:04:11.261860
T459229,Branch 5,Mumbai,2604.22,Transfer,Failed,2025-04-03 09:32:51.895007
,Branch 5,Mumbai,,Deposit,Failed,2025-04-06 17:49:01.685034
T132480,Branch 5,Mumbai,4246.31,Withdrawal,Failed,2025-04-05 00:33:10.706458
T180986,Branch 5,Mumbai,3266.89,Deposit,Failed,2025-04-04 15:24:15.402473
T955287,Branch 5,Mumbai,3324.66,Withdrawal,Failed,2025-04-02 18:24:31.689795
T104837,Branch 5,Mumbai,2852.89,Withdrawal,Success,2025-04-06 09:19:54.085872
T707179,Branch 5,Mumbai,3496.62,Withdrawal,Success,2025-04-05 12:20:38.673706
T561340,Branch 5,Mumbai,3465.61,Withdrawal,Failed,2025-04-05 04:49:27.112215
T496255,Branch 5,Mumbai,3897.78,Failed,Success,2025-04-06 01:38:59.508291
,Branch 5,Mumbai,871.36,Withdrawal,Success,2025-04-07 04:13:54.664725
T274379,Branch 5,Mumbai,1619.55,Transfer,Failed,2025-04-03 17:25:12.910335
T118080,Branch 5,Mumbai,3994.35,Withdrawal,Success,2025-04-05 09:42:37.189691
T373095,Branch 5,Mumbai,660.12,Withdrawal,Success,2025-04-04 05:21:12.835644
T988723,Branch 5,Mumbai,,Withdrawal,Success,2025-04-05 18:14:09.666128
T558282,Branch 5,Mumbai,1529.08,Withdrawal,Failed,2025-04-02 15:58:16.172282
T681491,Branch 5,Mumbai,2307.73,Deposit,Failed,2025-04-06 07:48:51.366247
